iter	Logloss
243	0.4770908745
244	0.4760609062
245	0.4756511766
246	0.4750346359
247	0.4741808054
248	0.4738574515
249	0.4734346039
250	0.4727572227
251	0.4721838503
252	0.4716922215
253	0.4712729941
254	0.4707581656
255	0.4702515505
256	0.4699263281
257	0.4694753764
258	0.4688441607
259	0.4683882266
260	0.4681116999
261	0.467376164
262	0.4666996002
263	0.4659096854
264	0.4651317986
265	0.4648683898
266	0.4643001946
267	0.4639158833
268	0.46335812
269	0.4629979036
270	0.4626603808
271	0.4620900057
272	0.4615551696
273	0.4609976399
274	0.4605055828
275	0.4600888856
276	0.4596745627
277	0.4588746441
278	0.4585345132
279	0.4578278211
280	0.4574554988
281	0.456672396
282	0.4562648073
283	0.455984933
284	0.4555383021
285	0.4548809285
286	0.4543583928
287	0.4537396723
288	0.4533029673
289	0.4528597618
290	0.4523745167
291	0.4520877916
292	0.4516340373
293	0.4510582126
294	0.450354907
295	0.4497779924
296	0.4491088634
297	0.448635257
298	0.4482422654
299	0.4476424626
300	0.4471922115
301	0.4465483841
302	0.4461686271
303	0.4458428208
304	0.4455815529
305	0.4452627143
306	0.4447529851
307	0.4443651316
308	0.4438985708
309	0.4436054619
310	0.4430901664
311	0.442502197
312	0.4420587968
313	0.4416399975
314	0.4410900972
315	0.4403433508
316	0.439523619
317	0.4389976969
318	0.4385707622
319	0.4381448395
320	0.4377126888
321	0.437226782
322	0.4369418864
323	0.436564426
324	0.4362172107
325	0.4358868502
326	0.4355067818
327	0.4350159703
328	0.4346600747
329	0.434290594
330	0.4337730018
331	0.4334256698
332	0.4329269565
333	0.4326129057
334	0.4323026696
335	0.4318686505
336	0.4312703658
337	0.4305660092
338	0.4300215974
339	0.4295886293
340	0.4293164623
341	0.4286449199
342	0.4279222683
343	0.4275747416
344	0.4273382693
345	0.4269771187
346	0.4265146061
347	0.4260309959
348	0.4256055404
349	0.4253107966
350	0.4247582494
351	0.4239642085
352	0.4237911069
353	0.4229622666
354	0.4226442843
355	0.422195746
356	0.4216594307
357	0.4211792459
358	0.4208038486
359	0.4202121812
360	0.4197564806
361	0.4193578058
362	0.418809774
363	0.4186266296
364	0.4183014072
365	0.4177862673
366	0.4174146068
367	0.4171921866
368	0.4167989614
369	0.4163725327
370	0.4161128609
371	0.4158983036
372	0.4154934786
373	0.4150086617
374	0.4145856196
375	0.4141057851
376	0.4138772147
377	0.4136246272
378	0.4133145079
379	0.4130612587
380	0.412813537
381	0.4125454961
382	0.4120782346
383	0.4116979327
384	0.4114931068
385	0.4110270909
386	0.410487428
387	0.4101070093
388	0.4099390458
389	0.4094957624
390	0.4093191186
391	0.4089566834
392	0.4088055747
393	0.4083703489
394	0.4078668867
395	0.407525082
396	0.4072852621
397	0.406896163
398	0.4063680999
399	0.4061240371
400	0.4059160972
401	0.405639337
402	0.4053750719
403	0.4051254428
404	0.4046717274
405	0.404337085
406	0.4040266932
407	0.403409374
408	0.4030114777
409	0.4025426592
410	0.4020117546
411	0.4016572602
412	0.4014933061
413	0.4011547322
414	0.4007664116
415	0.4004757161
416	0.4000315764
417	0.3997635744
418	0.3995486279
419	0.3992538063
420	0.3985582468
421	0.3981676686
422	0.3978954627
423	0.3971848001
424	0.3969767045
425	0.3968029801
426	0.3964027872
427	0.3959001424
428	0.3955700543
429	0.3951749996
430	0.3947116307
431	0.3943705267
432	0.3939751216
433	0.3932945096
434	0.3929048655
435	0.3927655123
436	0.392320088
437	0.3920685515
438	0.3918067387
439	0.3915142916
440	0.3912404897
441	0.3908657541
442	0.3904487454
443	0.3900128579
444	0.3897315045
445	0.3895167915
446	0.3890025859
447	0.3887671646
448	0.3884212727
449	0.3880071056
450	0.3875642504
451	0.3871501611
452	0.3869652651
453	0.3867625412
454	0.3863382145
455	0.3860447163
456	0.3858473252
457	0.3855041971
458	0.3848075867
459	0.3845999971
460	0.384332579
461	0.3838780462
462	0.3836604527
463	0.3833770363
464	0.3830491669
465	0.3827830723
466	0.3824061958
467	0.3819010209
468	0.3815338758
469	0.3813579715
470	0.3810136756
471	0.380650423
472	0.3802140684
473	0.379918585
474	0.3794710977
475	0.3791540496
476	0.378805978
477	0.3784864387
478	0.3782836758
479	0.3780589201
480	0.3777355661
481	0.3773948903
482	0.3769777259
483	0.3766728615
484	0.3764562023
485	0.3760272824
486	0.3756876576
487	0.3754426217
488	0.3751595166
489	0.3747823287
490	0.374370575
491	0.3737741198
492	0.3735631047
493	0.3733668035
494	0.3729612389
495	0.3726602282
496	0.3725021518
497	0.3722888402
498	0.3718465688
499	0.37156179
500	0.3714485168
501	0.3711990824
502	0.3709371917
503	0.3706704743
504	0.3705336512
505	0.3702136448
506	0.3698175391
507	0.3695803272
508	0.3693755014
509	0.3691591535
510	0.3688289876
511	0.3684851199
512	0.3680843042
513	0.36775842
514	0.3674338983
515	0.3671222609
516	0.3667561278
517	0.3665107416
518	0.3663420385
519	0.3659207091
520	0.3656859884
521	0.3654224629
522	0.3651658662
523	0.3650125776
524	0.3646499478
525	0.3641619001
526	0.3638191223
527	0.3634270649
528	0.3631570777
529	0.3628855725
530	0.3625962783
531	0.362156576
532	0.3619383987
533	0.3617791546
534	0.3615013434
535	0.3611624581
536	0.3610168768
537	0.3607447099
538	0.3604021656
539	0.3601988189
540	0.3599934481
541	0.3597002224
542	0.3594299628
543	0.3592173907
544	0.3590548768
545	0.3588482604
546	0.3582683485
547	0.3580844646
548	0.3579082878
549	0.3576760195
550	0.3571809263
551	0.356836825
552	0.3565443389
553	0.3563315722
554	0.3559821382
555	0.35536478
556	0.3552016433
557	0.3548751364
558	0.3545275708
559	0.3541242638
560	0.3538704308
561	0.353485341
562	0.3530984995
563	0.3529944906
564	0.3528069477
565	0.3524310832
566	0.352299554
567	0.3520303064
568	0.3516057851
569	0.3512997919
570	0.3510258344
571	0.3506593899
572	0.350496331
573	0.3502209722
574	0.3499159521
575	0.3495615745
576	0.3494523496
577	0.3490301638
578	0.3484552344
579	0.3481008569
580	0.3475309099
581	0.3471988367
582	0.3469665683
583	0.3468741203
584	0.3466139034
585	0.3463577738
586	0.3462060422
587	0.3458824158
588	0.3457493685
589	0.3455368743
590	0.3450728825
591	0.3448301043
592	0.344497525
593	0.3443264864
594	0.3440962811
595	0.3438378548
596	0.3435977235
597	0.3432693481
598	0.3430172667
599	0.3427036441
600	0.3424118198
601	0.3421607504
602	0.3419011174
603	0.3416352564
604	0.3414333499
605	0.3410759751
606	0.3408871865
607	0.3407289933
608	0.3404185237
609	0.3399967271
610	0.3396563238
611	0.3393775006
612	0.3389857545
613	0.3388291184
614	0.3385056865
615	0.3382552011
616	0.3379580439
617	0.3376715913
618	0.3373235586
619	0.3370766932
620	0.3368657949
621	0.3366325534
622	0.3362105233
623	0.3359768926
624	0.3357344647
625	0.3353282384
626	0.3350262155
627	0.3348580964
628	0.334739218
629	0.3344133727
630	0.3341060561
631	0.3337802887
632	0.3335090949
633	0.3333176204
634	0.3330700933
635	0.3327059843
636	0.3324918552
637	0.3322881582
638	0.3320748465
639	0.3319027959
640	0.3316398153
641	0.3311038893
642	0.3308995305
643	0.3307314503
644	0.3304504472
645	0.3301104332
646	0.3298685891
647	0.3294630245
648	0.3291739639
649	0.3289258918
650	0.3286579677
651	0.3282557896
652	0.327872179
653	0.3275250026
654	0.3271842489
655	0.3269220469
656	0.3266963569
657	0.3265675136
658	0.3264339797
659	0.3263219911
660	0.3261357327
661	0.3257338465
662	0.3253027663
663	0.3249618375
664	0.324746093
665	0.3245372383
666	0.3242602056
667	0.3240688869
668	0.3236811112
669	0.3233988236
670	0.3232633824
671	0.3230919351
672	0.3227939995
673	0.322501494
674	0.3222608566
675	0.3219757664
676	0.3216498044
677	0.3213470225
678	0.3210571639
679	0.3208105905
680	0.3206262589
681	0.3203833444
682	0.3201845325
683	0.3198728367
684	0.3196106541
685	0.3194476536
686	0.3192549725
687	0.3189001278
688	0.3187267148
689	0.3185281948
690	0.3183433766
691	0.3182070207
692	0.3179702175
693	0.3177035001
694	0.3176043374
695	0.3174396632
696	0.3172765849
697	0.3171280841
698	0.3170277148
699	0.3166289816
700	0.3164056661
701	0.3162553359
702	0.3160950018
703	0.3158402346
704	0.3155176591
705	0.3152120357
706	0.3150015072
707	0.3147284644
708	0.314574845
709	0.3144515291
710	0.3141984745
711	0.3140514335
712	0.3139094917
713	0.3136240901
714	0.3133129587
715	0.3127082513
716	0.3123308493
717	0.31208159
718	0.3117435806
719	0.3114719196
720	0.3112530027
721	0.311089613
722	0.3109833075
723	0.3107705992
724	0.3103496785
725	0.310162914
726	0.3099640438
727	0.3096002851
728	0.3090371307
729	0.3087464157
730	0.3085388651
731	0.3082490259
732	0.308063001
733	0.3078241738
734	0.3075900564
735	0.3075470438
736	0.3072060176
737	0.3069994012
738	0.306752925
739	0.3063771968
740	0.3060981595
741	0.3058908813
742	0.3055781734
743	0.3052821257
744	0.3050311342
745	0.3048838401
746	0.3047298315
747	0.3045625881
748	0.3043892919
749	0.3042268169
750	0.3040869966
751	0.3039250082
752	0.3037342733
753	0.3034707673
754	0.3032561711
755	0.3029135101
756	0.3026572636
757	0.302487315
758	0.3021629684
759	0.3019152272
760	0.3016505144
761	0.3014243379
762	0.3011943661
763	0.3010931988
764	0.3007390742
765	0.3006763458
766	0.3004132485
767	0.3002433777
768	0.3000629581
769	0.2999077233
770	0.2996908889
771	0.2993417662
772	0.2991708249
773	0.2987937538
774	0.2986170905
775	0.2984923927
776	0.2983168583
777	0.2979271169
778	0.2976910338
779	0.2971981983
780	0.2967707965
781	0.296602074
782	0.2962961586
783	0.2961090633
784	0.2957504817
785	0.2955488867
786	0.2954426201
787	0.2951742094
788	0.2949803995
789	0.2947857721
790	0.2946066175
791	0.2943858322
792	0.2940828168
793	0.2937938924
794	0.2935176382
795	0.2932402942
796	0.2930542693
797	0.2926962716
798	0.2924254865
799	0.2922793408
800	0.2921307622
801	0.2917770074
802	0.2913736421
803	0.2912352036
804	0.2909783928
805	0.290731975
806	0.2905789589
807	0.2903097503
808	0.2898209241
809	0.2893979987
810	0.2890561357
811	0.2887908001
812	0.2886011163
813	0.2884551457
814	0.2881989771
815	0.2880138864
816	0.2878314427
817	0.2876558693
818	0.2873808413
819	0.2870826332
820	0.2867396608
821	0.2863940219
822	0.2861058371
823	0.2858855578
824	0.2855893349
825	0.2854084482
826	0.2850362817
827	0.2847483109
828	0.2845845904
829	0.284215966
830	0.2839430011
831	0.2838478283
832	0.2835769264
833	0.2834317149
834	0.2832636541
835	0.282998377
836	0.2827257623
837	0.2824294227
838	0.282088377
839	0.2819106044
840	0.2818253186
841	0.2815724392
842	0.2813787071
843	0.2812327171
844	0.2810656489
845	0.2807540504
846	0.2801916161
847	0.2800176387
848	0.2798519135
849	0.2797050476
850	0.2795335419
851	0.2792803317
852	0.279123968
853	0.2788260908
854	0.2786927515
855	0.2784943483
856	0.2782993122
857	0.2780408859
858	0.2777578393
859	0.2776114795
860	0.2774338236
861	0.2772669889
862	0.2770333193
863	0.2768739973
864	0.2767648892
865	0.2765552365
866	0.2764195812
867	0.276076745
868	0.2758680655
869	0.2757020483
870	0.275496658
871	0.2751558265
872	0.2749414249
873	0.2747442284
874	0.2744224315
875	0.2740533984
876	0.2738222784
877	0.2736996826
878	0.2734613613
879	0.2731799885
880	0.2729410055
881	0.272786627
882	0.2726298352
883	0.2724307897
884	0.2721802458
885	0.2720826013
886	0.2719718388
887	0.2718368452
888	0.2716724045
889	0.271419097
890	0.2712465792
891	0.2708754637
892	0.2706700928
893	0.2703789302
894	0.2700413684
895	0.2696577578
896	0.2694105226
897	0.2691434354
898	0.2689672976
899	0.2687823432
900	0.2685339791
901	0.2684271676
902	0.2681268575
903	0.2679905405
904	0.2677973144
905	0.2675590126
906	0.267265203
907	0.2670081781
908	0.2668470266
909	0.2666239447
910	0.2664462498
911	0.2662469514
912	0.2661381546
913	0.2658134772
914	0.2655443853
915	0.2653023078
916	0.2650264623
917	0.2648012589
918	0.2647371292
919	0.2644574302
920	0.2642132895
921	0.2640614802
922	0.263778161
923	0.2637387879
924	0.2636449775
925	0.263494803
926	0.263327618
927	0.2631031932
928	0.2628300531
929	0.2626521052
930	0.2625046166
931	0.2623564662
932	0.2622221149
933	0.2619500647
934	0.2618226032
935	0.2615941885
936	0.2614307014
937	0.2612174482
938	0.2610704072
939	0.2608732496
940	0.2605968787
941	0.2602504224
942	0.2600109723
943	0.2597227486
944	0.2596519237
945	0.2593842526
946	0.2591193063
947	0.2590028802
948	0.2587531927
949	0.2584433264
950	0.2582560948
951	0.257916431
952	0.2577481367
953	0.2574022838
954	0.2573248999
955	0.2570906075
956	0.2568202505
957	0.256460618
958	0.2561274937
959	0.2558876544
960	0.255729325
961	0.2555581502
962	0.2554434173
963	0.2553463371
964	0.2552000941
965	0.2551224572
966	0.2548534043
967	0.2545945888
968	0.2544863175
969	0.2542943954
970	0.2540369228
971	0.2538146778
972	0.2535763955
973	0.2532357975
974	0.2530377252
975	0.2529064101
976	0.2527728957
977	0.2525703274
978	0.2523643922
979	0.2521167677
980	0.2518369324
981	0.2515184831
982	0.2513461016
983	0.2511354758
984	0.2509159555
985	0.2506635238
986	0.2504073941
987	0.2502913572
988	0.250115959
989	0.2498715654
990	0.249672987
991	0.2494166627
992	0.2490998288
993	0.2488394562
994	0.2486239063
995	0.2483675042
996	0.2482776253
997	0.2480747262
998	0.2479349642
999	0.2475890919
